Age,Fare,Sex,Siblings_Spouses,Parents_Children,Pclass,Embarked,Survived
41,39.6875,1,0,5,3,Southampton,False
28,16.1,0,1,0,3,Southampton,False
20,7.8542,0,0,0,3,Southampton,False
24,69.3,1,0,0,1,Cherbourg,True
2,27.9,1,3,2,3,Southampton,False
28,56.4958,0,0,0,3,Southampton,True
0,19.2583,1,2,1,3,Cherbourg,True
48,76.7292,0,1,0,1,Cherbourg,True
19,7.8958,0,0,0,3,Southampton,False
56,35.5,0,0,0,1,Cherbourg,True
28,7.55,0,0,0,3,Southampton,False
23,7.55,1,0,0,3,Southampton,True
28,7.8958,0,0,0,3,Southampton,False
18,23.0,1,0,1,2,Southampton,True
21,8.4333,0,0,0,3,Southampton,False
28,7.8292,1,0,0,3,Queenstown,True
18,6.75,1,0,0,3,Queenstown,False
24,73.5,0,2,0,2,Southampton,False
28,7.8958,0,0,0,3,Southampton,False
32,15.5,1,1,1,3,Queenstown,False
23,13.0,0,0,0,2,Southampton,False
58,113.275,0,0,2,1,Cherbourg,False
50,133.65,0,2,0,1,Southampton,True
40,7.225,0,0,0,3,Cherbourg,False
47,25.5875,0,0,0,1,Southampton,False
36,7.4958,0,0,0,3,Southampton,False
20,7.925,0,1,0,3,Southampton,True
32,73.5,0,2,0,2,Southampton,False
25,13.0,0,0,0,2,Southampton,False
28,7.775,0,0,0,3,Southampton,False
43,8.05,0,0,0,3,Southampton,False
28,52.0,1,1,0,1,Southampton,True
40,39.0,1,1,1,2,Southampton,True
31,52.0,0,1,0,1,Southampton,False
70,10.5,0,0,0,2,Southampton,False
31,13.0,0,0,0,2,Southampton,True
28,0.0,0,0,0,2,Southampton,False
18,7.775,0,0,0,3,Southampton,False
24,8.05,0,0,0,3,Southampton,False
18,9.8417,1,0,0,3,Southampton,True
43,46.9,1,1,6,3,Southampton,False
36,512.3292,0,0,1,1,Cherbourg,True
28,8.1375,1,0,0,3,Queenstown,False
27,76.7292,0,0,0,1,Cherbourg,True
20,9.225,0,0,0,3,Southampton,False
14,46.9,0,5,2,3,Southampton,False
60,39.0,0,1,1,2,Southampton,False
25,41.5792,0,1,2,2,Cherbourg,False
14,39.6875,0,4,1,3,Southampton,False
19,10.1708,0,0,0,3,Southampton,False
18,7.7958,0,0,0,3,Southampton,False
15,211.3375,1,0,1,1,Southampton,True
31,57.0,0,1,0,1,Southampton,True
4,13.4167,1,0,1,3,Cherbourg,True
28,56.4958,0,0,0,3,Southampton,True
25,7.225,0,0,0,3,Cherbourg,False
60,26.55,0,0,0,1,Southampton,False
52,13.5,0,0,0,2,Southampton,False
44,8.05,0,0,0,3,Southampton,False
28,7.7333,1,0,0,3,Queenstown,True
49,110.8833,0,1,1,1,Cherbourg,False
42,7.65,0,0,0,3,Southampton,False
18,227.525,1,1,0,1,Cherbourg,True
35,26.2875,0,0,0,1,Southampton,True
18,14.4542,1,0,1,3,Cherbourg,False
25,7.7417,0,0,0,3,Queenstown,False
26,7.8542,0,1,0,3,Southampton,False
39,26.0,0,0,0,2,Southampton,False
45,13.5,1,0,0,2,Southampton,True
42,26.2875,0,0,0,1,Southampton,True
22,151.55,1,0,0,1,Southampton,True
28,15.2458,0,1,1,3,Cherbourg,True
24,49.5042,1,0,0,1,Cherbourg,True
28,26.55,0,0,0,1,Southampton,False
48,52.0,0,1,0,1,Southampton,True
29,9.4833,0,0,0,3,Southampton,False
52,13.0,0,0,0,2,Southampton,False
19,7.65,0,0,0,3,Southampton,False
38,227.525,1,0,0,1,Cherbourg,True
27,10.5,1,0,0,2,Southampton,True
28,15.5,0,0,0,3,Queenstown,False
33,7.775,0,0,0,3,Southampton,False
6,33.0,1,0,1,2,Southampton,True
17,7.0542,0,1,0,3,Southampton,False
34,13.0,0,0,0,2,Southampton,False
50,13.0,0,0,0,2,Southampton,False
27,53.1,0,1,0,1,Southampton,True
20,8.6625,0,0,0,3,Southampton,False
30,21.0,1,3,0,2,Southampton,True
28,7.7375,1,0,0,3,Queenstown,True
25,26.0,0,1,0,2,Southampton,False
25,7.925,1,1,0,3,Southampton,False
29,211.3375,1,0,0,1,Southampton,True
11,18.7875,0,0,0,3,Cherbourg,False
28,0.0,0,0,0,2,Southampton,False
23,13.0,0,0,0,2,Southampton,False
23,13.0,0,0,0,2,Southampton,False
28,16.1,0,0,0,3,Southampton,False
48,34.375,1,1,3,3,Southampton,False
35,512.3292,0,0,0,1,Cherbourg,True
28,7.8958,0,0,0,3,Southampton,False
28,7.8958,0,0,0,3,Southampton,False
28,30.0,0,0,0,1,Southampton,True
36,78.85,0,1,0,1,Southampton,False
21,262.375,1,2,2,1,Cherbourg,True
24,16.1,0,1,0,3,Southampton,False
31,7.925,0,0,0,3,Southampton,True
70,71.0,0,1,1,1,Southampton,False
16,20.25,0,1,1,3,Southampton,False
30,13.0,1,0,0,2,Southampton,True
19,53.1,0,1,0,1,Southampton,False
31,7.75,0,0,0,3,Queenstown,False
4,23.0,1,1,1,2,Southampton,True
6,12.475,0,0,1,3,Southampton,True
33,9.5,0,0,0,3,Southampton,False
23,7.8958,0,0,0,3,Southampton,False
48,65.0,1,1,2,2,Southampton,True
0,14.5,0,1,1,2,Southampton,True
28,7.7958,0,0,0,3,Southampton,False
18,11.5,0,0,0,2,Southampton,False
34,8.05,0,0,0,3,Southampton,False
33,86.5,1,0,0,1,Southampton,True
28,14.5,0,0,0,3,Southampton,False
41,7.125,0,0,0,3,Southampton,False
20,7.2292,0,0,0,3,Cherbourg,True
36,120.0,1,1,2,1,Southampton,True
16,7.775,0,0,0,3,Southampton,False
51,77.9583,1,1,0,1,Southampton,True
28,39.6,0,0,0,1,Cherbourg,False
30,7.75,1,0,0,3,Queenstown,False
28,24.15,0,1,0,3,Queenstown,False
32,8.3625,0,0,0,3,Southampton,False
24,9.5,0,0,0,3,Southampton,False
48,7.8542,0,0,0,3,Southampton,False
57,10.5,1,0,0,2,Southampton,False
28,7.225,0,0,0,3,Cherbourg,False
54,23.0,1,1,3,2,Southampton,True
18,7.75,0,0,0,3,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
5,12.475,1,0,0,3,Southampton,True
28,7.7375,0,0,0,3,Queenstown,False
43,211.3375,1,0,1,1,Southampton,True
13,7.2292,1,0,0,3,Cherbourg,True
17,57.0,1,1,0,1,Southampton,True
29,30.0,0,0,0,1,Southampton,False
28,23.45,0,1,2,3,Southampton,False
25,7.05,0,0,0,3,Southampton,False
25,7.25,0,0,0,3,Southampton,False
18,7.4958,1,0,0,3,Southampton,True
8,29.125,0,4,1,3,Queenstown,False
1,20.575,0,1,2,3,Southampton,True
46,79.2,0,0,0,1,Cherbourg,False
28,7.75,0,0,0,3,Queenstown,False
16,26.0,0,0,0,2,Southampton,False
28,69.55,1,8,2,3,Southampton,False
28,30.6958,0,0,0,1,Cherbourg,False
25,7.8958,0,0,0,3,Southampton,False
39,13.0,0,0,0,2,Southampton,False
49,25.9292,1,0,0,1,Southampton,True
31,8.6833,1,0,0,3,Southampton,True
30,7.2292,0,0,0,3,Cherbourg,False
30,24.15,1,1,1,3,Southampton,False
34,13.0,0,0,0,2,Southampton,False
31,26.25,1,1,1,2,Southampton,True
11,120.0,0,1,2,1,Southampton,True
0,8.5167,0,0,1,3,Cherbourg,True
27,6.975,0,0,0,3,Southampton,True
31,7.775,0,0,0,3,Southampton,False
39,0.0,0,0,0,1,Southampton,False
18,7.775,1,0,0,3,Southampton,False
39,13.0,0,0,0,2,Southampton,False
33,53.1,1,1,0,1,Southampton,True
26,7.8875,0,0,0,3,Southampton,False
39,24.15,0,0,0,3,Southampton,False
35,10.5,0,0,0,2,Southampton,False
6,31.275,1,4,2,3,Southampton,False
30,8.05,0,0,0,3,Southampton,False
28,0.0,0,0,0,1,Southampton,False
23,7.925,1,0,0,3,Southampton,False
31,37.0042,0,1,1,2,Cherbourg,False
43,6.45,0,0,0,3,Southampton,False
10,27.9,0,3,2,3,Southampton,False
52,93.5,1,1,1,1,Southampton,True
27,8.6625,0,0,0,3,Southampton,True
38,0.0,0,0,0,1,Southampton,False
27,12.475,1,0,1,3,Southampton,True
2,39.6875,0,4,1,3,Southampton,False
28,6.95,0,0,0,3,Queenstown,False
28,56.4958,0,0,0,3,Southampton,False
1,37.0042,0,0,2,2,Cherbourg,True
28,7.75,0,0,0,3,Queenstown,True
62,80.0,1,0,0,1,Southampton,True
15,14.4542,1,1,0,3,Cherbourg,True
0,18.75,0,1,1,2,Southampton,True
28,7.2292,0,0,0,3,Cherbourg,False
23,7.8542,0,0,0,3,Southampton,False
18,8.3,0,0,0,3,Southampton,False
39,83.1583,1,1,1,1,Cherbourg,True
21,8.6625,0,0,0,3,Southampton,False
28,8.05,0,0,0,3,Southampton,False
32,56.4958,0,0,0,3,Southampton,True
28,29.7,0,0,0,1,Cherbourg,True
20,7.925,0,0,0,3,Southampton,False
16,10.5,0,0,0,2,Southampton,False
30,31.0,1,0,0,1,Cherbourg,True
34,6.4375,0,0,0,3,Cherbourg,False
17,8.6625,0,0,0,3,Southampton,False
42,7.55,0,0,0,3,Southampton,False
28,69.55,0,8,2,3,Southampton,False
35,7.8958,0,0,0,3,Cherbourg,False
28,33.0,0,0,1,2,Southampton,False
28,89.1042,1,1,0,1,Cherbourg,True
4,31.275,0,4,2,3,Southampton,False
74,7.775,0,0,0,3,Southampton,False
9,15.2458,1,1,1,3,Cherbourg,False
16,39.4,1,0,1,1,Southampton,True
44,26.0,1,1,0,2,Southampton,False
18,9.35,1,0,1,3,Southampton,True
45,164.8667,1,1,1,1,Southampton,True
51,26.55,0,0,0,1,Southampton,True
24,19.2583,1,0,3,3,Cherbourg,True
28,7.2292,0,0,0,3,Cherbourg,False
41,14.1083,0,2,0,3,Southampton,False
21,11.5,0,1,0,2,Southampton,False
48,25.9292,1,0,0,1,Southampton,True
28,69.55,1,8,2,3,Southampton,False
24,13.0,0,0,0,2,Southampton,False
42,13.0,1,0,0,2,Southampton,True
27,13.8583,1,1,0,2,Cherbourg,True
31,50.4958,0,0,0,1,Southampton,False
28,9.5,0,0,0,3,Southampton,False
4,11.1333,0,1,1,3,Southampton,True
26,7.8958,0,0,0,3,Southampton,False
47,52.5542,1,1,1,1,Southampton,True
33,5.0,0,0,0,1,Southampton,False
47,9.0,0,0,0,3,Southampton,False
28,24.0,1,1,0,2,Cherbourg,True
15,7.225,1,0,0,3,Cherbourg,True
20,9.8458,0,0,0,3,Southampton,False
19,7.8958,0,0,0,3,Southampton,False
28,7.8958,0,0,0,3,Southampton,False
56,83.1583,1,0,1,1,Cherbourg,True
25,26.0,1,0,1,2,Southampton,True
33,7.8958,0,0,0,3,Southampton,False
22,10.5167,1,0,0,3,Southampton,False
28,10.5,0,0,0,2,Southampton,False
25,7.05,0,0,0,3,Southampton,False
39,29.125,1,0,5,3,Queenstown,False
27,13.0,0,0,0,2,Southampton,False
19,30.0,1,0,0,1,Southampton,True
28,23.45,1,1,2,3,Southampton,False
26,30.0,0,0,0,1,Cherbourg,True
32,7.75,0,0,0,3,Queenstown,False
34,7.8292,0,0,0,3,Queenstown,False
47,7.0,1,1,0,3,Southampton,False
62,9.6875,0,0,0,2,Queenstown,False
27,8.6625,0,0,0,3,Southampton,False
22,12.2875,1,1,1,3,Southampton,False
14,9.225,0,0,0,3,Southampton,False
30,7.6292,1,0,0,3,Queenstown,False
26,29.0,0,1,1,2,Southampton,False
18,7.2292,1,0,0,3,Cherbourg,False
21,24.15,0,2,0,3,Southampton,False
28,7.8958,0,0,0,3,Southampton,False
46,26.0,0,0,0,1,Southampton,False
23,82.2667,1,1,0,1,Southampton,False
63,26.0,0,1,0,2,Southampton,False
47,61.175,1,1,0,1,Southampton,False
24,27.7208,1,1,0,2,Cherbourg,False
35,12.35,0,0,0,2,Queenstown,False
21,7.225,0,0,0,3,Cherbourg,False
27,7.925,1,1,0,3,Southampton,False
45,7.225,1,0,0,3,Cherbourg,False
55,59.4,0,1,0,1,Cherbourg,False
9,3.1708,0,0,1,3,Southampton,False
28,31.6833,1,0,0,1,Southampton,False
21,61.3792,0,0,1,1,Cherbourg,False
48,262.375,1,1,3,1,Cherbourg,False
50,14.5,0,1,0,3,Southampton,False
22,61.9792,1,0,1,1,Cherbourg,False
22,7.225,0,0,0,3,Cherbourg,False
41,30.5,0,0,0,1,Southampton,False
28,21.6792,0,2,0,3,Cherbourg,False
50,26.0,0,1,0,2,Southampton,False
24,31.5,0,2,0,2,Southampton,False
33,20.575,1,1,2,3,Southampton,False
28,23.45,1,1,2,3,Southampton,False
30,57.75,0,1,0,1,Cherbourg,False
18,7.2292,0,0,0,3,Cherbourg,False
28,8.05,1,0,0,3,Southampton,False
21,8.6625,1,0,0,3,Southampton,False
25,9.5,0,0,0,3,Southampton,False
28,56.4958,0,0,0,3,Southampton,False
39,13.4167,0,0,1,3,Cherbourg,False
28,26.55,0,0,0,1,Southampton,False
41,7.85,0,0,0,3,Southampton,False
30,13.0,1,0,0,2,Southampton,False
45,52.5542,1,1,0,1,Southampton,False
25,7.925,0,0,0,3,Southampton,False
45,29.7,0,0,0,1,Cherbourg,False
28,7.75,0,0,0,3,Queenstown,False
60,76.2917,1,0,0,1,Cherbourg,False
36,15.9,1,0,2,3,Southampton,False
24,60.0,0,1,0,1,Southampton,False
27,15.0333,0,0,0,2,Cherbourg,False
20,23.0,1,2,1,2,Southampton,False
28,263.0,1,3,2,1,Southampton,False
28,15.5792,0,0,0,2,Cherbourg,False
10,29.125,0,4,1,3,Queenstown,False
35,7.8958,0,0,0,3,Southampton,False
25,7.65,0,0,0,3,Southampton,False
28,16.1,0,1,0,3,Southampton,False
36,262.375,1,0,0,1,Cherbourg,False
17,7.8958,0,0,0,3,Southampton,False
32,13.5,0,0,0,2,Southampton,False
18,7.75,0,0,0,3,Southampton,False
22,7.725,1,0,0,3,Queenstown,False
13,262.375,0,2,2,1,Cherbourg,False
28,21.0,1,0,0,2,Southampton,False
18,7.8792,1,0,0,3,Queenstown,False
47,42.4,0,0,0,1,Southampton,False
31,28.5375,0,0,0,1,Cherbourg,False
60,263.0,1,1,4,1,Southampton,False
24,7.75,1,0,0,3,Queenstown,False
21,7.8958,0,0,0,3,Southampton,False
29,7.925,1,0,0,3,Southampton,False
28,27.7208,0,0,0,1,Cherbourg,False
35,211.5,1,0,0,1,Cherbourg,False
32,211.5,0,0,0,1,Cherbourg,False
28,8.05,0,0,0,3,Southampton,False
55,25.7,1,2,0,1,Southampton,False
30,13.0,0,0,0,2,Southampton,False
24,7.75,1,0,0,3,Queenstown,False
6,15.2458,0,1,1,3,Cherbourg,False
67,221.7792,0,1,0,1,Southampton,False
49,26.0,0,0,0,1,Southampton,False
28,7.8958,0,0,0,3,Southampton,False
28,10.7083,0,0,0,2,Queenstown,False
28,14.4542,0,1,0,3,Cherbourg,False
27,7.8792,1,0,0,3,Queenstown,False
18,8.05,1,0,0,3,Southampton,False
28,7.75,1,0,0,3,Queenstown,False
2,23.0,0,1,1,2,Southampton,False
22,13.9,1,1,0,3,Southampton,False
28,7.775,0,0,0,3,Southampton,False
27,52.0,1,1,2,1,Southampton,False
28,8.05,0,0,0,3,Southampton,False
25,26.0,0,0,0,1,Cherbourg,False
25,7.7958,0,0,0,3,Southampton,False
76,78.85,1,1,0,1,Southampton,False
29,7.925,0,0,0,3,Southampton,False
20,7.8542,1,0,0,3,Southampton,False
33,8.05,0,0,0,3,Southampton,False
43,55.4417,1,1,0,1,Cherbourg,False
27,26.0,0,1,0,2,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
26,7.775,0,0,0,3,Southampton,False
16,8.5167,1,1,1,3,Cherbourg,False
28,22.525,0,0,0,3,Southampton,False
21,7.8208,0,0,0,3,Queenstown,False
28,7.75,0,0,0,3,Queenstown,False
28,8.7125,0,0,0,3,Southampton,False
18,13.0,0,0,0,2,Southampton,False
41,15.0458,0,0,0,2,Cherbourg,False
28,7.7792,1,0,0,3,Queenstown,False
36,31.6792,1,0,0,1,Cherbourg,False
18,7.2833,1,0,0,3,Queenstown,False
63,221.7792,1,1,0,1,Southampton,False
18,14.4542,0,1,0,3,Cherbourg,False
28,6.4375,0,0,0,3,Cherbourg,False
1,16.7,1,1,1,3,Southampton,False
36,75.2417,0,0,0,1,Cherbourg,False
29,26.0,1,1,0,2,Southampton,False
12,15.75,1,0,0,2,Southampton,False
28,7.75,0,1,0,3,Queenstown,False
35,57.75,1,1,0,1,Cherbourg,False
28,7.25,0,0,0,3,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
17,16.1,1,0,1,3,Southampton,False
22,7.7958,0,0,0,3,Southampton,False
28,23.25,1,2,0,3,Queenstown,False
42,13.0,0,0,0,2,Southampton,False
24,8.05,0,0,0,3,Southampton,False
32,8.05,0,0,0,3,Southampton,False
53,28.5,0,0,0,1,Cherbourg,False
28,25.4667,1,0,4,3,Southampton,False
28,6.4375,0,1,0,3,Cherbourg,False
43,7.8958,0,0,0,3,Southampton,False
24,7.8542,0,0,0,3,Southampton,False
26,7.225,0,0,0,3,Cherbourg,False
26,13.0,0,0,0,2,Southampton,False
23,8.05,1,0,0,3,Southampton,False
40,46.9,0,1,6,3,Southampton,False
10,46.9,1,5,2,3,Southampton,False
33,151.55,1,0,0,1,Southampton,False
61,262.375,0,1,3,1,Cherbourg,False
28,26.0,0,0,0,2,Southampton,False
42,26.55,0,0,0,1,Southampton,False
31,18.0,0,3,0,3,Southampton,False
28,51.8625,0,0,0,1,Southampton,False
22,8.05,0,0,0,3,Southampton,False
28,26.55,0,0,0,1,Southampton,False
30,26.0,0,1,1,2,Southampton,False
23,83.1583,1,0,1,1,Cherbourg,False
28,7.8958,0,0,0,3,Cherbourg,False
60,14.4542,0,0,0,3,Southampton,False
36,12.1833,1,0,2,3,Southampton,False
13,31.3875,0,4,2,3,Southampton,False
24,7.55,0,0,0,3,Southampton,False
29,221.7792,1,0,0,1,Southampton,False
23,7.8542,1,0,0,3,Southampton,False
42,26.55,0,0,0,1,Southampton,False
26,13.775,1,0,2,3,Southampton,False
28,7.7333,1,0,0,3,Queenstown,False
7,15.2458,0,1,1,3,Cherbourg,False
26,13.5,1,0,0,2,Southampton,False
28,7.0,0,0,0,3,Southampton,False
41,13.0,0,0,0,2,Southampton,False
26,22.025,1,1,1,3,Southampton,False
48,50.4958,0,0,0,1,Cherbourg,False
18,34.375,0,2,2,3,Southampton,False
28,27.7208,1,0,0,1,Cherbourg,False
22,8.9625,1,0,0,3,Southampton,False
28,7.55,0,0,0,3,Southampton,False
27,7.225,0,0,0,3,Cherbourg,False
23,13.9,0,1,0,3,Southampton,False
28,7.2292,0,0,0,3,Cherbourg,False
40,31.3875,0,1,5,3,Southampton,False
15,39.0,1,0,2,2,Southampton,False
20,36.75,1,0,0,2,Southampton,False
54,55.4417,0,1,0,1,Cherbourg,False
36,39.0,1,0,3,2,Southampton,False
64,83.1583,1,0,2,1,Cherbourg,False
30,13.0,0,0,0,2,Southampton,False
37,83.1583,0,1,1,1,Cherbourg,False
18,53.1,1,1,0,1,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
27,247.5208,1,1,1,1,Cherbourg,False
40,16.0,0,0,0,2,Southampton,False
21,21.0,1,0,1,2,Southampton,False
17,8.05,0,2,0,3,Southampton,False
28,69.55,1,8,2,3,Southampton,False
40,13.0,0,0,0,2,Southampton,False
34,26.0,0,1,0,2,Southampton,False
28,26.0,0,0,0,1,Southampton,False
11,14.5,0,1,1,3,Southampton,False
61,12.35,0,0,0,2,Queenstown,False
8,32.5,0,0,2,2,Southampton,False
33,7.8542,0,0,0,3,Southampton,False
6,134.5,0,0,2,1,Cherbourg,False
18,7.775,1,0,0,3,Southampton,False
23,10.5,0,0,0,2,Southampton,False
28,8.1125,1,0,0,3,Southampton,False
28,15.5,1,0,0,3,Queenstown,False
0,14.4,0,0,2,3,Southampton,False
47,227.525,0,1,0,1,Cherbourg,False
8,26.0,1,1,1,2,Southampton,False
25,10.5,0,0,0,2,Southampton,False
28,25.7417,0,0,0,1,Cherbourg,False
35,7.75,1,0,0,3,Queenstown,False
24,10.5,0,0,0,2,Southampton,False
33,27.7208,1,0,0,1,Cherbourg,False
25,7.8958,0,0,0,3,Southampton,False
32,22.525,0,0,0,3,Southampton,False
28,7.05,0,0,0,3,Southampton,False
17,73.5,0,0,0,2,Southampton,False
60,26.0,1,1,0,2,Southampton,False
38,7.775,1,4,2,3,Southampton,False
42,42.5,0,0,0,1,Southampton,False
28,7.8792,1,0,0,3,Queenstown,False
57,164.8667,0,1,1,1,Southampton,False
50,211.5,1,1,1,1,Cherbourg,False
28,8.05,0,0,0,3,Southampton,False
30,13.8583,1,1,0,2,Cherbourg,False
21,8.05,0,0,0,3,Southampton,False
22,10.5,1,0,0,2,Southampton,False
21,7.7958,0,0,0,3,Southampton,False
53,27.4458,1,0,0,1,Cherbourg,False
28,15.2458,1,0,2,3,Cherbourg,False
23,7.7958,0,0,0,3,Southampton,False
28,7.75,1,0,0,3,Queenstown,False
40,15.1,0,0,0,3,Southampton,False
36,13.0,0,0,0,2,Southampton,False
14,65.0,0,0,0,2,Southampton,False
21,26.55,1,0,0,1,Southampton,False
21,6.4958,0,1,0,3,Southampton,False
28,7.8792,0,0,0,3,Queenstown,False
39,71.2833,0,1,0,1,Cherbourg,False
20,7.8542,0,0,0,3,Southampton,False
64,75.25,0,1,0,1,Cherbourg,False
20,7.225,0,0,0,3,Cherbourg,False
18,13.0,1,1,1,2,Southampton,False
48,106.425,1,1,0,1,Cherbourg,False
55,27.7208,1,0,0,1,Cherbourg,False
45,30.0,1,0,2,2,Southampton,False
45,134.5,0,1,1,1,Cherbourg,False
28,7.8875,0,0,0,3,Southampton,False
28,23.45,0,1,2,3,Southampton,False
41,51.8625,0,1,0,1,Southampton,False
22,21.0,1,0,0,2,Southampton,False
42,32.5,0,1,1,2,Southampton,False
29,26.0,1,1,0,2,Southampton,False
28,14.4542,1,1,0,3,Cherbourg,False
0,27.75,1,1,2,2,Southampton,False
20,7.925,0,0,0,3,Southampton,False
27,136.7792,0,1,0,1,Cherbourg,False
24,9.325,0,0,0,3,Southampton,False
32,9.5,0,0,0,3,Southampton,False
28,7.55,0,0,0,3,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
28,8.05,0,0,0,3,Southampton,False
19,13.0,1,0,0,2,Southampton,False
21,7.775,0,0,0,3,Southampton,False
36,17.4,0,1,0,3,Southampton,False
21,7.8542,0,0,0,3,Southampton,False
29,23.0,1,0,2,2,Southampton,False
1,12.1833,1,1,1,3,Southampton,False
30,12.7375,0,0,0,2,Cherbourg,False
28,7.8958,0,0,0,3,Southampton,False
28,0.0,0,0,0,1,Southampton,False
28,7.55,0,0,0,3,Southampton,False
28,8.05,1,0,0,3,Southampton,False
17,8.6625,0,0,0,3,Southampton,False
46,75.2417,0,0,0,1,Cherbourg,False
28,7.75,0,0,0,3,Queenstown,False
26,136.7792,1,1,0,1,Cherbourg,False
28,15.5,1,1,0,3,Queenstown,False
28,7.225,0,0,0,3,Cherbourg,False
20,26.0,1,1,0,2,Southampton,False
28,10.5,0,0,0,2,Southampton,False
40,26.0,0,1,0,2,Southampton,False
30,21.0,0,1,0,2,Southampton,False
22,10.5,0,0,0,2,Southampton,False
23,8.6625,1,0,0,3,Southampton,False
0,13.775,0,1,1,3,Southampton,False
28,7.75,1,0,0,3,Queenstown,False
9,15.2458,1,1,1,3,Cherbourg,False
2,20.2125,1,1,1,3,Southampton,False
36,7.25,0,0,0,3,Southampton,False
28,7.25,0,0,0,3,Southampton,False
24,82.2667,0,1,0,1,Southampton,False
28,7.2292,0,0,0,3,Cherbourg,False
28,8.05,0,0,0,3,Southampton,False
28,39.6,0,0,0,1,Southampton,False
30,6.95,1,0,0,3,Queenstown,False
28,7.2292,0,0,0,3,Cherbourg,False
53,81.8583,0,1,1,1,Southampton,False
36,9.5,0,0,0,3,Southampton,False
26,7.8958,0,0,0,3,Southampton,False
1,41.5792,1,1,2,2,Cherbourg,False
28,21.6792,0,2,0,3,Cherbourg,False
30,45.5,0,0,0,1,Southampton,False
29,7.8542,0,0,0,3,Southampton,False
32,7.775,0,0,0,3,Southampton,False
28,15.0458,0,0,0,2,Cherbourg,False
43,21.0,0,0,1,2,Southampton,False
24,8.6625,0,0,0,3,Southampton,False
28,7.75,1,0,0,3,Queenstown,False
64,26.55,1,1,1,1,Southampton,False
30,151.55,0,1,2,1,Southampton,False
0,9.35,0,0,1,3,Southampton,False
55,93.5,0,1,1,1,Southampton,False
45,14.1083,1,1,0,3,Southampton,False
18,8.6625,0,0,0,3,Southampton,False
22,7.225,0,0,0,3,Cherbourg,False
28,7.575,0,0,0,3,Southampton,False
37,7.75,1,0,0,3,Queenstown,False
55,135.6333,1,0,0,1,Cherbourg,False
17,7.7333,1,0,0,3,Queenstown,False
57,146.5208,0,1,0,1,Cherbourg,False
19,10.5,0,0,0,2,Southampton,False
27,7.8542,0,0,0,3,Southampton,False
22,31.5,0,2,0,2,Southampton,False
26,7.775,0,0,0,3,Southampton,False
25,7.2292,0,0,0,3,Cherbourg,False
26,13.0,0,0,0,2,Southampton,False
33,26.55,0,0,0,1,Southampton,False
39,211.3375,1,0,0,1,Southampton,False
23,7.05,0,0,0,3,Southampton,False
12,39.0,1,2,1,2,Southampton,False
46,79.2,0,0,0,1,Cherbourg,False
29,26.0,0,1,0,2,Southampton,False
21,13.0,0,0,0,2,Southampton,False
48,36.75,1,0,2,2,Southampton,False
39,29.7,0,0,0,1,Cherbourg,False
28,7.225,0,0,0,3,Cherbourg,False
19,15.7417,1,1,1,3,Cherbourg,False
27,7.8958,0,0,0,3,Southampton,False
30,26.0,0,0,0,1,Southampton,False
32,13.0,0,0,0,2,Southampton,False
39,7.2292,0,0,2,3,Cherbourg,False
25,31.5,0,0,0,2,Southampton,False
28,7.2292,0,0,0,3,Cherbourg,False
18,10.5,0,0,0,2,Southampton,False
32,7.5792,0,0,0,3,Southampton,False
28,69.55,0,1,9,3,Southampton,False
58,512.3292,1,0,1,1,Cherbourg,False
28,14.5,0,1,1,3,Southampton,False
16,7.65,1,0,0,3,Southampton,False
26,13.0,0,0,0,2,Southampton,False
38,7.2292,1,0,0,3,Cherbourg,False
24,13.5,0,0,0,2,Southampton,False
31,21.0,1,0,0,2,Southampton,False
45,63.3583,1,0,1,1,Cherbourg,False
25,10.5,0,0,0,2,Southampton,False
18,73.5,0,0,0,2,Southampton,False
49,65.0,0,1,2,2,Southampton,False
0,20.575,1,1,2,3,Southampton,False
50,26.0,0,0,0,1,Southampton,False
59,51.4792,1,2,0,1,Southampton,False
28,7.8792,0,0,0,3,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
30,15.55,1,1,0,3,Southampton,False
14,69.55,0,8,2,3,Southampton,False
24,37.0042,1,1,1,2,Cherbourg,False
31,21.0,1,0,0,2,Southampton,False
27,8.6625,0,0,0,3,Southampton,False
25,55.4417,1,1,0,1,Cherbourg,False
28,69.55,1,1,9,3,Southampton,False
28,14.4583,0,1,0,3,Cherbourg,False
22,39.6875,1,0,0,3,Southampton,False
45,59.4,1,0,1,1,Cherbourg,False
29,13.8583,0,0,0,2,Cherbourg,False
21,11.5,0,1,0,2,Southampton,False
31,134.5,1,0,0,1,Cherbourg,False
49,0.0,0,0,0,1,Southampton,False
44,13.0,0,0,0,2,Southampton,False
54,81.8583,1,1,1,1,Southampton,False
45,262.375,1,0,0,1,Cherbourg,False
22,8.6625,1,2,0,3,Southampton,False
21,11.5,0,0,0,2,Southampton,False
55,50.0,0,0,0,1,Southampton,False
5,31.3875,0,4,2,3,Southampton,False
28,7.75,0,0,0,3,Queenstown,False
26,7.8792,0,0,0,3,Queenstown,False
28,14.5,1,0,0,3,Southampton,False
19,16.1,1,1,0,3,Southampton,False
